query,match,score
đường,đường mía,5.389518
đường,đường hfcs,5.389518
đường,đường glucose,5.389518
đường,đường kính,5.389518
đường,đường lactose,5.389518
đường,đường dextrose,5.389518
đường,đường sucrose,5.389518
đường,đường trắng,5.389518
đường,đường cát,5.389518
muối,muối ăn,6.206688
muối,muối iốt,6.206688
muối,muối lốt,6.206688
muối,muối tinh,6.206688
muối,muối iod,6.206688
muối,nước muối,6.206688
muối,muối biển,6.206688
muối,muối tốt,6.206688
muối,muối lod,6.206688
nước,nước mắm,4.813157
nước,nước tương,4.813157
nước,nước đường,4.813157
nước,nước sạch,4.813157
nước,nước muối,4.813157
nước,nước đá,4.813157
nước,nước ép,4.813157
nước,nước dừa,4.813157
nước,nước chanh,4.813157
chất điều vị,chất điều vị chua,15.684526
chất điều vị,chứa chất điều vị,15.684526
chất điều vị,muốn chất điều vị,15.684526
chất điều vị,đường chất điều vị,15.684526
chất điều vị,chất điều vị gồm,15.684526
chất điều vị,chất điều vị mononatri glutamat,14.962142
chất điều vị,chất điều vị dirstri5' ribonucleotid,14.962142
chất điều vị,chất điều vị monosodium glutamate,14.962142
chất điều vị,chất điều vị mononatril glutamat,14.962142
chất ổn định,chất ổn định e420_ii,20.241682
chất ổn định,chất ổn định màu,20.241682
chất ổn định,nước chất ổn định,20.241682
chất ổn định,chất ổn định dextrin,20.241682
chất ổn định,chất ổn định sirô,20.241682
chất ổn định,chất ổn định lumen,20.241682
chất ổn định,chất ổn định monoglyceride,20.241682
chất ổn định,hỗn hợp chất ổn định,19.26781
chất ổn định,có chứa chất ổn định,19.26781
chất điều chỉnh độ acid,chất điều chỉnh độ acid acid malic,32.533783
chất điều chỉnh độ acid,chất điều chỉnh độ độ acid,31.973064
chất điều chỉnh độ acid,chứa chất điều chỉnh độ acid,31.96813
chất điều chỉnh độ acid,caramen nhóm má chất điều chỉnh độ acid,29.71505
chất điều chỉnh độ acid,chất điều chỉnh độ e acid,29.114155
chất điều chỉnh độ acid,blend baking powder b201 chất điều chỉnh độ acid,28.71056
chất điều chỉnh độ acid,chất điều chỉnh asifier hix độ acid,27.034714
chất điều chỉnh độ acid,chất điều chỉnh độ,26.333069
chất điều chỉnh độ acid,chất điều chỉnh độ axit,25.192732
chất nhũ hóa,chất nhũ hóa lecithin,17.452234
chất nhũ hóa,chất nhũ hóa mono,17.452234
chất nhũ hóa,muối chất nhũ hóa,17.452234
chất nhũ hóa,chất nhũ hóa ii,17.452234
chất nhũ hóa,chất nhũ hóa cinaligosacchand,17.452234
chất nhũ hóa,chất nhũ hóa monoglycerides,17.452234
chất nhũ hóa,chứa chất nhũ hóa,17.452234
chất nhũ hóa,có chứa chất nhũ hóa,16.635914
chất nhũ hóa,hỗn hợp chất nhũ hóa,16.635914
bột mì,tinh bột mì,9.3077965
bột mì,gluten bột mì,9.3077965
bột mì,chứa bột mì,9.3077965
bột mì,bột mì tinh,9.3077965
bột mì,protein bột mì,9.3077965
bột mì,gluten từ bột mì,8.755813
bột mì,có chứa bột mì,8.755813
bột mì,bột mì nguyên cám,8.755813
bột mì,bột mì mạch nha,8.755813
dầu thực vật,dầu thực vật từ,17.101254
dầu thực vật,đường dầu thực vật,17.101254
dầu thực vật,dầu thực vật đường,17.101254
dầu thực vật,dầu thực vật tinh luyện,16.308952
dầu thực vật,dầu thực vật hydro hóa,16.308952
dầu thực vật,hỗn hợp dầu thực vật,16.308952
dầu thực vật,dầu thực vật tỉnh luyện,16.308952
dầu thực vật,dầu thực vật hỗn hợp,16.308952
dầu thực vật,dầu thực vật không hydro hóa,15.59252
chất bảo quản,chất bảo quản e,21.240519
chất bảo quản,không chất bảo quản,21.240519
chất bảo quản,i chất bảo quản,21.240519
chất bảo quản,chất bảo quản kali sorbat,20.208607
chất bảo quản,chất bảo quản tự nhiên,20.208607
chất bảo quản,chất bảo quản kali mentabisulfit,20.208607
chất bảo quản,hỗn hợp chất bảo quản,20.208607
chất bảo quản,không có chất bảo quản,20.208607
chất bảo quản,không sử dụng chất bảo quản,19.278557
đậu nành,dầu đậu nành,10.661217
đậu nành,đạm đậu nành,10.661217
đậu nành,protein đậu nành,10.661217
đậu nành,bột đậu nành,10.661217
đậu nành,từ đậu nành,10.661217
đậu nành,lecitin đậu nành,10.661217
đậu nành,tương đậu nành,10.661217
đậu nành,lecithin đậu nành,10.661217
đậu nành,viên đậu nành,10.661217
dầu cọ,dầu cọ olein,12.4838295
dầu cọ,dầu cọ stearin,12.4838295
dầu cọ,muối dầu cọ,12.4838295
dầu cọ,olein dầu cọ,12.4838295
dầu cọ,từ dầu cọ,12.4838295
dầu cọ,dầu cọ e13,12.4838295
dầu cọ,bột dầu cọ,12.4838295
dầu cọ,dầu cọ tinh luyện,11.75495
dầu cọ,dầu cọ hydro hóa,11.75495
tỏi,bột tỏi,7.7113214
tỏi,tỏi tươi,7.7113214
tỏi,hương tỏi,7.7113214
tỏi,tỏi xay,7.7113214
tỏi,tỏi khô,7.7113214
tỏi,tỏi hành,7.7113214
tỏi,tỏi phi,7.7113214
tỏi,tỏi củ,7.7113214
tỏi,sốt tỏi,7.7113214
chất chống oxy hóa,với chất chống oxy hóa,25.84387
chất chống oxy hóa,chất chống oxy hóa e307b_,25.84387
chất chống oxy hóa,chứa chất chống oxy hóa,25.84387
chất chống oxy hóa,các chất chống oxy hóa,25.84387
chất chống oxy hóa,chất chống oxy hóa e,25.84387
chất chống oxy hóa,chất chống oxy hóa e325,25.84387
chất chống oxy hóa,chất chống oxy hóa tự nhiên,24.809168
chất chống oxy hóa,có chứa chất chống oxy hóa,24.809168
chất chống oxy hóa,chứa chất chống oxy hóa bha,24.809168
sữa,bột sữa sữa bột,5.291562
sữa,sữa bột từ sữa bò,5.063882
sữa,sữa hoàn nguyên từ sữa bột,4.8549857
sữa,sữa bột,4.7801933
sữa,bột sữa,4.7801933
sữa,sữa tươi,4.7801933
sữa,sữa bò,4.7801933
sữa,đạm sữa,4.7801933
sữa,protein sữa,4.7801933
ớt,bột ớt,6.4812417
ớt,tương ớt,6.4812417
ớt,ớt sấy,6.4812417
ớt,ớt tươi,6.4812417
ớt,ớt bột,6.4812417
ớt,ớt đỏ,6.4812417
ớt,dầu ớt,6.4812417
ớt,ớt chuông,6.4812417
ớt,ớt khô,6.4812417
chất tạo xốp,chất tạo xốp ins,19.078558
chất tạo xốp,chất tạo ngọt nhân tạo,9.815334
chất tạo xốp,chất tạo màu nhân tạo,9.815334
chất tạo xốp,bánh xốp,9.755705
chất tạo xốp,kem xốp,9.755705
chất tạo xốp,chất tạo ngọt,9.429308
chất tạo xốp,chất tạo màu,9.429308
chất tạo xốp,chất tạo gel,9.429308
chất tạo xốp,chất tạo chua,9.429308
muối i ốt,muối không i ốt,22.386211
muối i ốt,muối tinh sấy bổ sung i ốt,18.97779
muối i ốt,muối ốt,15.962393
muối i ốt,muối i,15.36788
muối i ốt,muối l ốt,14.763138
muối i ốt,muối i ot,14.425068
muối i ốt,ốt,10.618261
muối i ốt,i,8.509605
muối i ốt,muô i,7.818343
chất làm dày,chất làm dày ins,21.31654
chất làm dày,chất làm dày xanthangum,21.31654
chất làm dày,chất làm dày tinh bột khoai tây biến tính,16.94198
chất làm dày,chất làm dầy,11.128947
chất làm dày,chất làm ẩm,11.128947
chất làm dày,chất làm bóng,11.128947
chất làm dày,chất làm đầy,11.128947
chất làm dày,chất làm rắn,11.128947
chất làm dày,chất làm dãy,11.128947
tiêu,bột tiêu,7.5645666
tiêu,tiêu đen,7.5645666
tiêu,hương tiêu,7.5645666
tiêu,hạt tiêu,7.5645666
tiêu,tiêu trắng,7.5645666
tiêu,tiêu sọ,7.5645666
tiêu,tiêu bột,7.5645666
tiêu,hoa tiêu,7.5645666
tiêu,tiêu hạt,7.5645666
maltodextrin,đường maltodextrin,9.992481
maltodextrin,bột maltodextrin,9.992481
maltodextrin,caramen nhóm maltodextrin,9.241746
maltodextrin,màu tự nhiên riboflavin maltodextrin,8.034481
chất tạo ngọt tổng hợp,chất tạo ngọt tổng hợp sucralose,26.443092
chất tạo ngọt tổng hợp,chất tạo ngọt tổng hợp acesulfam kali,25.517464
chất tạo ngọt tổng hợp,chất tạo ngọt tổng hợp acesulfame kali,25.517464
chất tạo ngọt tổng hợp,chất tạo ngọt tổng hợp lacesulfam kali,25.517464
chất tạo ngọt tổng hợp,chất tạo độ ngọt tổng hợp,23.758217
chất tạo ngọt tổng hợp,chất tạo ngọt aspartame tổng hợp,22.914064
chất tạo ngọt tổng hợp,chất tạo ngọt tổng hop,22.12167
chất tạo ngọt tổng hợp,chất tạo ngọt tổng hơp,22.12167
chất tạo ngọt tổng hợp,chất tạo ngọt acesulfam kali tổng hợp,21.893097
trứng,trứng gà,6.741823
trứng,bột trứng,6.741823
trứng,trứng tươi,6.741823
trứng,trứng muối,6.741823
trứng,trứng cút,6.741823
trứng,trứng sấy,6.741823
trứng,cá trứng,6.741823
trứng,trứng cá,6.741823
trứng,trứng vịt,6.741823
chiết xuất nấm men,bột chiết xuất nấm men,23.995491
chiết xuất nấm men,chất chiết xuất nấm men,23.995491
chiết xuất nấm men,chiết xuất nấm men dạng bột,23.02184
chiết xuất nấm men,dịch chiết nấm men,17.410627
chiết xuất nấm men,chất chiết nấm men,17.410627
chiết xuất nấm men,chiết xuất nấm hương,17.390057
chiết xuất nấm men,bột chiết xuất nấm hương,16.572208
chiết xuất nấm men,chiết xuất nấm đông cô,16.572208
chiết xuất nấm men,chiết xuất men,15.8978
nước mắm,bột nước mắm,12.973912
nước mắm,nước mắm cốt,12.973912
nước mắm,hương nước mắm,12.973912
nước mắm,nước mắm cá cơm,12.20631
nước mắm,nước mắm nguyên chất,12.20631
nước mắm,nước mắm cốt nhỉ,12.20631
nước mắm,hương nước mắm tổng hợp,11.5278015
nước mắm,nước mắm cốt cá cơm,11.5278015
nước mắm,cốt nước mắm cá cơm,11.5278015
sữa bột,bột sữa sữa bột,9.624031
sữa bột,sữa bột gầy,8.693051
sữa bột,sữa bột béo,8.693051
sữa bột,đường sữa bột,8.693051
sữa bột,nước sữa bột,8.693051
sữa bột,sữa bột cây,8.693051
sữa bột,sữa bột bột sầu riêng,8.67461
sữa bột,sữa bột từ sữa bò,8.403832
sữa bột,sữa bột nguyên kem,8.223646
lúa mì,bột lúa mì,11.98082
lúa mì,gluten lúa mì,11.98082
lúa mì,protein lúa mì,11.98082
lúa mì,cám lúa mì,11.98082
lúa mì,chứa lúa mì,11.98082
lúa mì,xơ lúa mì,11.98082
lúa mì,đạm lúa mì,11.98082
lúa mì,hạt lúa mì,11.98082
lúa mì,mầm lúa mì,11.98082
tinh bột khoai mì,tinh bột khoai mì biến tính,22.089378
tinh bột khoai mì,còn được gọi là tinh bột khoai mì,20.441383
tinh bột khoai mì,bột khoai mì,18.28594
tinh bột khoai mì,tinh bột khoai,17.724607
tinh bột khoai mì,tỉnh bột khoai mì,17.381279
tinh bột khoai mì,tinh bột khoai tây,16.837965
tinh bột khoai mì,tinh bột khoai lang,16.837965
tinh bột khoai mì,bột năng được tinh chế từ củ khoai mì,16.057035
tinh bột khoai mì,tinh bột khoai tây biến tính,15.327986
chất điều chỉnh độ axit,gelatin chất điều chỉnh độ axit,32.586536
chất điều chỉnh độ axit,đường chất điều chỉnh độ axit,32.586536
chất điều chỉnh độ axit,đường dextrose monohydrate chất điều chỉnh độ axit,30.265907
chất điều chỉnh độ axit,chất điều chỉnh độ chua axit citric,28.460974
chất điều chỉnh độ axit,chất điều chỉnh độ,26.333069
chất điều chỉnh độ axit,chất điều chỉnh độ độ acid,26.052122
chất điều chỉnh độ axit,chất điều chỉnh độ acid,25.192732
chất điều chỉnh độ axit,chất điều chỉnh độ chua,25.192732
chất điều chỉnh độ axit,chất điều chỉnh độ axít,25.192732
phẩm màu tự nhiên,phẩm màu  tự nhiên,20.279495
phẩm màu tự nhiên,phẩm màu tự nhiên caramel,19.448656
phẩm màu tự nhiên,phẩm màu curcumin tự nhiên,16.953354
phẩm màu tự nhiên,phẩm màu caramen tự nhiên,16.953354
phẩm màu tự nhiên,màu tự nhiên dùng cho thực phẩm,16.26546
phẩm màu tự nhiên,thực phẩm màu dầu tự nhiên,16.09986
phẩm màu tự nhiên,phẩm màu paprika oleoresin tự nhiên,16.09986
phẩm màu tự nhiên,màu thực phẩm tự nhiên,15.858297
phẩm màu tự nhiên,màu tự nhiên,15.762804
đường tinh luyện,đường tinh luyện re,18.953072
đường tinh luyện,muối bi đường tinh luyện,18.068878
đường tinh luyện,đường kính trắng tinh luyện,16.017185
đường tinh luyện,tinh luyện,13.979668
đường tinh luyện,dầu tinh luyện,13.115365
đường tinh luyện,muối tinh luyện,13.115365
đường tinh luyện,dầu cọ tinh luyện,12.3563
đường tinh luyện,dầu olein tinh luyện,12.3563
đường tinh luyện,dầu nành tinh luyện,12.3563
muối ăn,gói gia vị muối ăn,13.673897
muối ăn,dầu ăn,8.828854
muối ăn,muôi ăn,8.828854
muối ăn,ruôi ăn,8.828854
muối ăn,đường ăn kiêng,8.165541
muối ăn,rượu nấu ăn,8.165541
muối ăn,muô i ăn,8.165541
muối ăn,dầu ăn tinh luyện,7.594932
muối ăn,đường ăn kiêng isomalt,7.594932
màu tự nhiên,phẩm màu tự nhiên,15.029274
màu tự nhiên,chất màu tự nhiên,15.029274
màu tự nhiên,màu tự nhiên riboflavin,15.029274
màu tự nhiên,phẩm màu  tự nhiên,15.029274
màu tự nhiên,màu tự nhiên carmin,15.029274
màu tự nhiên,màu tự nhiên carotene,15.029274
màu tự nhiên,vừng màu tự nhiên,15.029274
màu tự nhiên,chất tạo màu tự nhiên,14.366863
màu tự nhiên,màu tự nhiên beta caroten,14.366863
hành,hành tây,6.22463
hành,hành tím,6.22463
hành,hành lá,6.22463
hành,bột hành,6.22463
hành,hành tươi,6.22463
hành,hương hành,6.22463
hành,hành phi,6.22463
hành,củ hành,6.22463
hành,hành tim,6.22463
chất chống đông vón,chất chống đông vón e55,29.10954
chất chống đông vón,chất chống đông vón silic dioxide,27.88785
chất chống đông vón,chất chống đông vón tokusil fc,27.88785
chất chống đông vón,chất chống đông vốn,19.586708
chất chống đông vón,chất chống đông vòn,19.586708
chất chống đông vón,chất chống vón,19.196503
chất chống đông vón,chất chống đồng vón,17.961094
chất chống đông vón,chất chống động vón,17.961094
chất chống đông vón,chất chống đóng vón,17.961094
gia vị,các gia vị,11.0328455
gia vị,bột gia vị,11.0328455
gia vị,gói gia vị,11.0328455
gia vị,súp gia vị,11.0328455
gia vị,gia vị phở,11.0328455
gia vị,dầu gia vị,11.0328455
gia vị,gia vị ớt,11.0328455
gia vị,muối gia vị,11.0328455
gia vị,gia vị bò,11.0328455
gạo,bột gạo,6.2987576
gạo,bánh gạo,6.2987576
gạo,gạo thơm,6.2987576
gạo,gạo japonica,6.2987576
gạo,gạo lứt,6.2987576
gạo,dầu gạo,6.2987576
gạo,gạo trắng,6.2987576
gạo,gạo nếp,6.2987576
gạo,gạo lức,6.2987576
cà rốt,cà rốt sấy,14.412952
cà rốt,cà rốt khô,14.412952
cà rốt,cà rốt đen,14.412952
cà rốt,bột cà rốt,14.412952
cà rốt,cà rốt tươi,14.412952
cà rốt,màu cà rốt đen,13.58065
cà rốt,nước ép cà rốt,13.58065
cà rốt,bột xơ cà rốt,13.58065
cà rốt,cà rốt hành lá,13.58065
thịt heo,bột thịt heo,12.740566
thịt heo,thịt heo bằm,12.740566
thịt heo,đạm thịt heo,12.740566
thịt heo,thịt heo xay,12.740566
thịt heo,thịt heo sấy,12.740566
thịt heo,thịt heo tươi,12.740566
thịt heo,thịt heo nạc,12.740566
thịt heo,thịt heo nạc xay,12.010506
thịt heo,chiết xuất thịt heo,12.010506
tổng hợp,hỗn hợp hương tổng hợp,9.103472
tổng hợp,màu tổng hợp,9.005044
tổng hợp,hương tổng hợp,9.005044
tổng hợp,màu  tổng hợp,9.005044
tổng hợp,hướng tổng hợp,9.005044
tổng hợp,vitamin tổng hợp,9.005044
tổng hợp,tổng hợp thương,9.005044
tổng hợp,i tổng hợp,9.005044
tổng hợp,vani tổng hợp,9.005044
phẩm màu tổng hợp,phẩm màu tổng hợp caramen nhóm iii,17.80405
phẩm màu tổng hợp,phẩm màu tổng hợp có nguồn gốc tự nhiên,16.58325
phẩm màu tổng hợp,phẩm màu thực phẩm tổng hợp,16.468328
phẩm màu tổng hợp,màu tổng hợp dùng trong thực phẩm,16.079065
phẩm màu tổng hợp,phẩm màu beta caroten tổng hợp,15.901
phẩm màu tổng hợp,màu thực phẩm tổng hợp,15.64525
phẩm màu tổng hợp,màu tổng hợp,15.514594
phẩm màu tổng hợp,màu  tổng hợp,15.514594
phẩm màu tổng hợp,chất tạo màu tổng hợp dùng cho thực phẩm,14.81387
b6,vitamin b6,10.633108
b6,e b6,10.633108
e,vitamin e,8.523962
e,e b6,8.523962
e,e c,8.523962
e,e01_vitamin e,8.523962
e,vitamine e,8.523962
e,màu e,8.523962
e,vitamin e acetat,7.8835554
e,axit citric e,7.8835554
e,chất bảo quản e,7.332652
tinh bột khoai tây,tinh bột khoai tây biến tính,22.86663
tinh bột khoai tây,tinh bột khoai tây protein cô đặc từ thịt,20.368036
tinh bột khoai tây,chất làm dày tinh bột khoai tây biến tính,20.368036
tinh bột khoai tây,bột khoai tây,19.238377
tinh bột khoai tây,tỉnh bột khoai tây,18.26716
tinh bột khoai tây,bột khoai tây tím,18.26716
tinh bột khoai tây,tinh bột khoai,17.724607
tinh bột khoai tây,tinh bột khoai mì,16.837965
tinh bột khoai tây,tinh bột khoai lang,16.837965
vắt mì,bao gồm vắt mì,15.029633
vắt mì,vắt phở,9.075975
vắt mì,vắt miến,9.075975
vắt mì,vắt bún,9.075975
vắt mì,vắt sợi,9.075975
vắt mì,vắt mi,9.075975
vắt mì,vắt hủ tiếu,8.394096
vắt mì,vắt bánh đa,8.394096
vắt mì,vắt phở gạo,8.394096
tinh bột bắp,tinh bột bắp biến tinh,15.938253
tinh bột bắp,tinh bột bắp biến tính,15.532021
tinh bột bắp,thực vật đầu cọ tinh bột bắp,14.225334
tinh bột bắp,được tinh chế từ bột bắp,12.704317
tinh bột bắp,bột bắp,10.940699
tinh bột bắp,bột bắp cải,10.235023
tinh bột bắp,tỉnh bột bắp,10.235023
tinh bột bắp,tinh bột,10.038714
tinh bột bắp,bột bắp bột nguyên trứng,9.501495
màu thực phẩm tổng hợp,phẩm màu thực phẩm tổng hợp,24.535748
màu thực phẩm tổng hợp,màu thực phẩm tổng hợp caramel c,23.335018
màu thực phẩm tổng hợp,màu thực phẩm tổng hợp ponceau e4r,23.335018
màu thực phẩm tổng hợp,màu thực phẩm tổng hợp sunset yellow,23.335018
màu thực phẩm tổng hợp,màu thực phẩm tổng hop,20.150902
màu thực phẩm tổng hợp,chất tạo màu thực phẩm beta caroten tổng hợp,19.303984
màu thực phẩm tổng hợp,hương thực phẩm tổng hợp,19.029545
màu thực phẩm tổng hợp,hướng thực phẩm tổng hợp,19.029545
màu thực phẩm tổng hợp,màu tổng hợp dùng trong thực phẩm,18.857094
dầu đậu nành,dầu đậu nành tinh luyện,15.404442
dầu đậu nành,dầu đậu nành nguyên chất,15.404442
dầu đậu nành,dầu đậu nành hydro hóa,15.404442
dầu đậu nành,dầu đậu nành nguyên chất tinh luyện,14.135947
dầu đậu nành,bột đậu nành đã khử dầu,12.787531
dầu đậu nành,dầu thực vật đạm đậu nành,12.787531
dầu đậu nành,đậu nành,11.348698
dầu đậu nành,đạm đậu nành,10.661217
dầu đậu nành,protein đậu nành,10.661217
mạch nha,mạch nha maltose,14.740565
mạch nha,mạch nha glucose,14.740565
mạch nha,đường mạch nha,14.740565
mạch nha,bột mạch nha,14.740565
mạch nha,mạch nha fructose,14.740565
mạch nha,mạch nha lúa mạch,14.635151
mạch nha,mạch nha đại mạch,14.635151
mạch nha,chiết xuất mạch nha,13.893532
mạch nha,mạch nha isomalto oligo,13.893532
bột ớt,bột ớt đỏ,9.945008
bột ớt,bột ớt khô,9.945008
bột ớt,bột ớt paprika,9.945008
bột ớt,bột ớt sừng,9.945008
bột ớt,bột ớt cay,9.945008
bột ớt,ớt bột,9.88969
bột ớt,bột ớt đỏ nghiền,9.3484955
bột ớt,gói ớt bột,9.146677
bột ớt,ớt bột khô,9.146677
a,vitamin a,8.273186
a,b2 a,8.273186
a,a lactalbumin,8.273186
a,vitamin a palmitat,7.651621
a,vitamin a acetat,7.651621
a,cochineal red a,7.651621
a,vitamin a palmitate,7.651621
a,vitamin a axetat,7.651621
a,vitamin a pamitat,7.651621
hành tây,bột hành tây,13.524445
hành tây,hành tây sấy,13.524445
hành tây,dầu hành tây,13.524445
hành tây,hành tây e0,13.524445
hành tây,chiết xuất hành tây,12.759139
hành tây,bột hành tây rang,12.759139
hành tây,bột hành tây sấy rang,12.079346
hành tây,bột bắp cái bột hành tây,11.471018
hành tây,gia vị hạt cần này bột hành tây,10.426762
chất béo sữa,chất béo sữa khan,15.537135
chất béo sữa,chất béo sữa dạng khan,14.82616
chất béo sữa,chất béo sữa chất nhũ hóa,14.475227
chất béo sữa,chất béo từ sữa,13.562605
chất béo sữa,chất béo từ sữa bò tươi,12.062578
chất béo sữa,hàm lượng béo sữa tính theo chất khô,11.55675
chất béo sữa,sữa béo,11.041402
chất béo sữa,chất béo,10.727149
chất béo sữa,sữa không béo,10.211861
bơ,bơ cacao,7.349402
bơ,hương bơ,7.349402
bơ,dầu bơ,7.349402
bơ,bơ sữa,7.349402
bơ,bơ lạt,7.349402
bơ,bơ tinh,7.349402
bơ,bột bơ,7.349402
bơ,bơ pháp,7.349402
bơ,bơ tươi,7.349402
tôm,bột tôm,7.271719
tôm,tôm khô,7.271719
tôm,mắm tôm,7.271719
tôm,tôm chua,7.271719
tôm,thịt tôm,7.271719
tôm,tôm sấy,7.271719
tôm,hương tôm,7.271719
tôm,dịch tôm,7.271719
tôm,tôm cua,7.271719
vitamin,vitamin b1 vitamin b2,7.614021
vitamin,vitamin c,6.878213
vitamin,các vitamin,6.878213
vitamin,vitamin e,6.878213
vitamin,vitamin a,6.878213
vitamin,vitamin d3,6.878213
vitamin,vitamin b12,6.878213
vitamin,vitamin b6,6.878213
vitamin,vitamin b1,6.878213
gừng,bột gừng,8.828854
gừng,gừng tươi,8.828854
gừng,nước gừng,8.828854
gừng,củ gừng,8.828854
gừng,sốt gừng,8.828854
gừng,siro gừng,8.828854
gừng,chiết xuất gừng,8.165541
gừng,tinh chất gừng,8.165541
gừng,củ gừng già,8.165541
d3,vitamin d3,10.633108
d3,dry vitamin d3,9.834243
hành lá sấy,hành lá sấy thăng hoa,20.297598
hành lá sấy,lá hành sấy,18.426928
hành lá sấy,hành lá,15.045905
hành lá sấy,hành lá khô,14.127895
hành lá sấy,hành lá sảy,14.127895
hành lá sấy,hành lá sáy,14.127895
hành lá sấy,hành lá sầy,14.127895
hành lá sấy,lá hành,13.699175
hành lá sấy,cà rốt hành lá,13.320421
nước tương,bột nước tương,12.079927
nước tương,sốt nước tương,12.079927
nước tương,nước tương shoyo,12.079927
nước tương,nước tương e17,12.079927
nước tương,gia vị nước tương,11.374798
nước tương,nước tương đậu nành,11.374798
nước tương,nước tương lên men,11.374798
nước tương,nước tương cô đặc,11.374798
nước tương,bột nước tương rang,11.374798
shortening,dầu shortening,9.992481
shortening,dâu shortening,9.992481
shortening,shortening thực vật,9.241746
shortening,shortening từ động vật,8.595932
bột tỏi,bột hương tỏi tổng hợp,8.94088
bột tỏi,tỏi,8.393122
bột tỏi,tỏi tươi,7.7113214
bột tỏi,hương tỏi,7.7113214
bột tỏi,tỏi xay,7.7113214
bột tỏi,tỏi khô,7.7113214
bột tỏi,tỏi hành,7.7113214
bột tỏi,tỏi phi,7.7113214
bột tỏi,tỏi củ,7.7113214
b1,vitamin b1,9.992481
b1,vitamin b1 dilaurylsulfate,9.241746
b1,vitamin b1 dilaurysulfate,9.241746
b1,vitamin b1 vitamin b2,8.595932
chất béo thực vật,chất béo thực vật hydro hóa,21.291574
chất béo thực vật,chất béo thực vật từ cọ,21.291574
chất béo thực vật,chất béo thực vật chất ổn định,20.779041
chất béo thực vật,chất béo thực vật đã hydrat hóa,20.468126
chất béo thực vật,không chất béo thực vật đã hydro hóa,19.710596
chất béo thực vật,chất béo thực vật hydro hóa hoàn toàn,19.710596
chất béo thực vật,cacao ca cao khối chất béo thực vật,19.710596
chất béo thực vật,chất béo thực vật hydro hóa một phần,19.710596
chất béo thực vật,kem béo thực vật,18.684067
mononatri glutamat,chất điều vị mononatri glutamat,16.541586
mononatri glutamat,mononatri glutamat tinh khiết e99,16.541586
mononatri glutamat,mononatri l glutamat,16.496273
mononatri glutamat,chất điều vị mononatri l glutamat,13.462054
mononatri glutamat,glutamat,10.032829
mononatri glutamat,mononatri glutamate,8.618488
mononatri glutamat,mononatri l,8.618488
mononatri glutamat,mononatri lglutamat,8.618488
mononatri glutamat,mononatri glutama,8.618488
chất chống oxy hoá,chất chống oxy hoá tocopherols hỗn hợp,25.60816
chất chống oxy hoá,chất chống oxy hoá tocopherol dạng hỗn hợp,24.63772
chất chống oxy hoá,chất chống oxy hóa,19.051
chất chống oxy hoá,chất chống oxy hoa,19.051
chất chống oxy hoá,với chất chống oxy hóa,18.12718
chất chống oxy hoá,chất chống oxy hóa e307b_,18.12718
chất chống oxy hoá,chứa chất chống oxy hóa,18.12718
chất chống oxy hoá,các chất chống oxy hóa,18.12718
chất chống oxy hoá,chất chống oxy hóa e,18.12718
bột gạo,tinh bột gạo,9.776234
bột gạo,bột gạo nếp,9.776234
bột gạo,bột gạo rang,9.776234
bột gạo,bột gạo lứt,9.776234
bột gạo,bột gạo lức,9.776234
bột gạo,bột gạo hữu cơ,9.191515
bột gạo,bột gạo đỏ lên men,8.675261
bột gạo,bột gạo lức trái cây sấy,8.215798
bột gạo,bột gạo lức quả sấy khô,8.215798
hành tím,hành tím phi,15.489758
hành tím,bột hành tím,15.489758
hành tím,hành tím khô,15.489758
hành tím,củ hành tím sấy,14.587116
hành tím,hương hành tím tự nhiên,13.787928
hành tím,hương hành tím phi tổng hợp,13.074844
hành tím,bột khoai tây tím,7.696597
hành tím,chiết xuất cà rốt tím,7.193887
hành tím,hành,6.774984
bột cacao,bột cacao alkalise,10.823958
bột cacao,bột cacao gầy,10.823958
bột cacao,bột cacao giảm béo,10.166025
bột cacao,bột cacao kiềm hóa,10.166025
bột cacao,hỗn hợp bột cacao,10.166025
bột cacao,bột cacao ít béo,10.166025
bột cacao,bột cacao tách béo,10.166025
bột cacao,cacao,8.088659
bột cacao,bơ cacao,7.4315915
cá,dầu cá,5.6529503
cá,cá cơm,5.6529503
cá,cá ngừ,5.6529503
cá,thịt cá,5.6529503
cá,bột cá,5.6529503
cá,cá tra,5.6529503
cá,cá basa,5.6529503
cá,cá thu,5.6529503
cá,cá nục,5.6529503
b12,vitamin b12,10.633108
b12,nguyên liệu bổ sung vitamin b12,8.025394
màu tổng hợp,màu  tổng hợp,15.514594
màu tổng hợp,phẩm màu tổng hợp,14.799941
màu tổng hợp,màu tổng hợp caramen,14.799941
màu tổng hợp,màu tổng hợp erythrosin,14.799941
màu tổng hợp,chất tạo màu tổng hợp,14.153816
màu tổng hợp,màu tổng hợp sunset yellow,14.153816
màu tổng hợp,màu tổng hợp dùng trong thực phẩm,13.028647
màu tổng hợp,phẩm màu tổng hợp caramen nhóm iii,13.028647
màu tổng hợp,chất tạo màu tổng hợp beta carotene,13.028647
mỡ heo,thịt mỡ heo,15.812422
mỡ heo,mỡ,8.923451
mỡ heo,mỡ bò,8.19857
mỡ heo,hạt mỡ,8.19857
mỡ heo,mỡ lợn,8.19857
mỡ heo,mỡ gà,8.19857
mỡ heo,mỡ thắng,8.19857
mỡ heo,mỡ cá,8.19857
